0.284 (0.284)	/award/award_category/winners./award/award_honor/award_winner <-- inv_/award/award_winning_work/awards_won./award/award_honor/award, /award/award_category/winners./award/award_honor/award_winner
0.190 (0.190)	/music/performance_role/guest_performances./music/recording_contribution/performance_role <-- inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month, /music/performance_role/guest_performances./music/recording_contribution/performance_role
0.190 (0.190)	/music/performance_role/guest_performances./music/recording_contribution/performance_role <-- /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months, /music/performance_role/guest_performances./music/recording_contribution/performance_role
0.198 (0.198)	/music/performance_role/guest_performances./music/recording_contribution/performance_role <-- inv_/music/group_member/membership./music/group_membership/role, inv_/music/performance_role/guest_performances./music/recording_contribution/performance_role
0.183 (0.183)	/music/performance_role/guest_performances./music/recording_contribution/performance_role <-- inv_/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend, /music/performance_role/guest_performances./music/recording_contribution/performance_role
0.181 (0.181)	/music/performance_role/guest_performances./music/recording_contribution/performance_role <-- /music/performance_role/guest_performances./music/recording_contribution/performance_role, inv_/music/performance_role/guest_performances./music/recording_contribution/performance_role
0.175 (0.175)	/music/performance_role/guest_performances./music/recording_contribution/performance_role <-- inv_/music/performance_role/guest_performances./music/recording_contribution/performance_role, /music/performance_role/guest_performances./music/recording_contribution/performance_role
0.004 (0.004)	/education/educational_institution/colors <-- inv_/people/deceased_person/place_of_death, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.004 (0.004)	/education/educational_institution/colors <-- inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.004 (0.004)	/education/educational_institution/colors <-- inv_/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.004 (0.004)	/education/educational_institution/colors <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language
0.004 (0.004)	/education/educational_institution/colors <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, /base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members
0.004 (0.004)	/education/educational_institution/colors <-- inv_/broadcast/content/artist, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.004 (0.004)	/education/educational_institution/colors <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.004 (0.004)	/education/educational_institution/colors <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.004 (0.004)	/education/educational_institution/colors <-- inv_/music/instrument/family, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.004 (0.004)	/education/educational_institution/colors <-- /base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.018 (0.018)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.020 (0.020)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.018 (0.018)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/education/university/domestic_tuition./measurement_unit/dated_money_value/currency, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.017 (0.017)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.017 (0.017)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.019 (0.019)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- /medicine/disease/risk_factors, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.017 (0.017)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/people/person/place_of_birth, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.017 (0.017)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/government/politician/government_positions_held./government/government_position_held/basic_title, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.016 (0.016)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- inv_/organization/organization/headquarters./location/mailing_address/citytown, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.016 (0.016)	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school <-- /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency, inv_/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
0.084 (0.084)	/dataworld/gardening_hint/split_to <-- inv_/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation, inv_/music/performance_role/track_performances./music/track_contribution/role
0.081 (0.081)	/dataworld/gardening_hint/split_to <-- inv_/education/educational_institution/students_graduates./education/education/student, inv_/music/performance_role/track_performances./music/track_contribution/role
0.076 (0.076)	/dataworld/gardening_hint/split_to <-- inv_/sports/sports_team/roster./american_football/football_roster_position/position, inv_/music/performance_role/track_performances./music/track_contribution/role
0.077 (0.077)	/dataworld/gardening_hint/split_to <-- inv_/sports/sports_position/players./sports/sports_team_roster/team, inv_/music/performance_role/track_performances./music/track_contribution/role
0.086 (0.086)	/dataworld/gardening_hint/split_to <-- /award/award_ceremony/awards_presented./award/award_honor/honored_for, inv_/music/performance_role/track_performances./music/track_contribution/role
0.076 (0.076)	/dataworld/gardening_hint/split_to <-- /award/award_ceremony/awards_presented./award/award_honor/honored_for, /music/performance_role/track_performances./music/track_contribution/role
0.074 (0.074)	/dataworld/gardening_hint/split_to <-- /people/ethnicity/languages_spoken, inv_/music/performance_role/track_performances./music/track_contribution/role
0.075 (0.075)	/dataworld/gardening_hint/split_to <-- /award/award_ceremony/awards_presented./award/award_honor/honored_for, inv_/music/artist/track_contributions./music/track_contribution/role
0.072 (0.072)	/dataworld/gardening_hint/split_to <-- inv_/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office, inv_/music/performance_role/track_performances./music/track_contribution/role
0.071 (0.071)	/dataworld/gardening_hint/split_to <-- /base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team, inv_/music/performance_role/track_performances./music/track_contribution/role
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- inv_/people/ethnicity/geographic_distribution, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location, inv_/film/film_set_designer/film_sets_designed
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- inv_/people/ethnicity/geographic_distribution, inv_/film/film_set_designer/film_sets_designed
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location, inv_/film/film/personal_appearances./film/personal_film_appearance/person
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- inv_/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- inv_/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency, inv_/film/film_set_designer/film_sets_designed
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- inv_/education/university/international_tuition./measurement_unit/dated_money_value/currency, /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- /people/profession/specialization_of, inv_/film/film_set_designer/film_sets_designed
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- inv_/education/university/local_tuition./measurement_unit/dated_money_value/currency, inv_/film/film_set_designer/film_sets_designed
0.004 (0.004)	/people/person/spouse_s./people/marriage/spouse <-- inv_/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency, inv_/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/broadcast/content/artist
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/education/field_of_study/students_majoring./education/education/student
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/medicine/disease/notable_people_with_this_condition
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/medicine/symptom/symptom_of
0.004 (0.004)	/base/locations/continents/countries_within <-- inv_/government/legislative_session/members./government/government_position_held/legislative_sessions, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/music/instrument/family
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/tv/tv_program/program_creator
0.004 (0.004)	/base/locations/continents/countries_within <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/government/legislative_session/members./government/government_position_held/legislative_sessions
0.004 (0.004)	/base/locations/continents/countries_within <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/sports/sport/pro_athletes./sports/pro_sports_played/athlete
0.484 (0.484)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_winning_work/awards_won./award/award_honor/award, inv_/award/award_winning_work/awards_won./award/award_honor/award_winner
0.478 (0.478)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, inv_/award/award_winning_work/awards_won./award/award_honor/award_winner
0.414 (0.414)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_winning_work/awards_won./award/award_honor/award, /award/award_nominee/award_nominations./award/award_nomination/nominated_for
0.466 (0.466)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, /award/award_winning_work/awards_won./award/award_honor/award
0.395 (0.395)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.364 (0.364)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, inv_/music/instrument/family
0.382 (0.382)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, inv_/music/genre/parent_genre
0.357 (0.357)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, /tv/tv_producer/programs_produced./tv/tv_producer_term/program
0.351 (0.351)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, /award/award_nominee/award_nominations./award/award_nomination/nominated_for
0.342 (0.342)	/award/award_nominee/award_nominations./award/award_nomination/award <-- /award/award_nominee/award_nominations./award/award_nomination/award, inv_/medicine/symptom/symptom_of
0.108 (0.108)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.106 (0.106)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- inv_/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.110 (0.110)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- /film/film/prequel, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.115 (0.115)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- /medicine/symptom/symptom_of, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.110 (0.110)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- /education/educational_institution/school_type, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.111 (0.111)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- inv_/government/legislative_session/members./government/government_position_held/district_represented, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.106 (0.106)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- inv_/music/artist/track_contributions./music/track_contribution/role, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.105 (0.105)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- inv_/language/human_language/countries_spoken_in, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.103 (0.103)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- /award/award_ceremony/awards_presented./award/award_honor/honored_for, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.102 (0.102)	/award/award_ceremony/awards_presented./award/award_honor/honored_for <-- inv_/influence/influence_node/peers./influence/peer_relationship/peers, /award/award_ceremony/awards_presented./award/award_honor/award_winner
0.031 (0.031)	/organization/organization/headquarters./location/mailing_address/citytown <-- inv_/film/film/production_companies, /education/educational_institution/students_graduates./education/education/student
0.033 (0.033)	/organization/organization/headquarters./location/mailing_address/citytown <-- inv_/award/award_winner/awards_won./award/award_honor/award_winner, /education/educational_institution/students_graduates./education/education/student
0.032 (0.032)	/organization/organization/headquarters./location/mailing_address/citytown <-- inv_/people/person/spouse_s./people/marriage/type_of_union, /education/educational_institution/students_graduates./education/education/student
0.033 (0.033)	/organization/organization/headquarters./location/mailing_address/citytown <-- /award/award_nominee/award_nominations./award/award_nomination/nominated_for, /organization/organization/headquarters./location/mailing_address/citytown
0.029 (0.029)	/organization/organization/headquarters./location/mailing_address/citytown <-- inv_/film/film/production_companies, /organization/organization/headquarters./location/mailing_address/citytown
0.029 (0.029)	/organization/organization/headquarters./location/mailing_address/citytown <-- /award/award_winning_work/awards_won./award/award_honor/award, /organization/organization/headquarters./location/mailing_address/citytown
0.030 (0.030)	/organization/organization/headquarters./location/mailing_address/citytown <-- inv_/award/award_winner/awards_won./award/award_honor/award_winner, /organization/organization/headquarters./location/mailing_address/citytown
0.028 (0.028)	/organization/organization/headquarters./location/mailing_address/citytown <-- /organization/organization/headquarters./location/mailing_address/citytown, /organization/organization/headquarters./location/mailing_address/citytown
0.028 (0.028)	/organization/organization/headquarters./location/mailing_address/citytown <-- /organization/organization/headquarters./location/mailing_address/citytown, inv_/tv/tv_program/program_creator
0.027 (0.027)	/organization/organization/headquarters./location/mailing_address/citytown <-- inv_/award/award_winning_work/awards_won./award/award_honor/award_winner, /education/educational_institution/students_graduates./education/education/student
0.871 (0.871)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins
0.885 (0.885)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, /location/location/adjoin_s./location/adjoining_relationship/adjoins
0.601 (0.601)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, /location/statistical_region/religions./location/religion_percentage/religion
0.580 (0.580)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
0.582 (0.582)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, inv_/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
0.526 (0.526)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, inv_/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division
0.447 (0.447)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, inv_/people/person/nationality
0.453 (0.453)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, inv_/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
0.435 (0.435)	/location/statistical_region/religions./location/religion_percentage/religion <-- /location/statistical_region/religions./location/religion_percentage/religion, inv_/government/legislative_session/members./government/government_position_held/district_represented
0.434 (0.434)	/location/statistical_region/religions./location/religion_percentage/religion <-- inv_/location/location/adjoin_s./location/adjoining_relationship/adjoins, /location/statistical_region/religions./location/religion_percentage/religion
0.005 (0.005)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division
0.006 (0.006)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.006 (0.006)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/film/film/prequel
0.006 (0.006)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/film/film_set_designer/film_sets_designed
0.006 (0.006)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/music/group_member/membership./music/group_membership/group
0.006 (0.006)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/people/deceased_person/place_of_death
0.005 (0.005)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for
0.005 (0.005)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/location/hud_county_place/county
0.005 (0.005)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
0.005 (0.005)	/tv/tv_network/programs./tv/tv_network_duration/program <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/music/artist/contribution./music/recording_contribution/performance_role
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- inv_/government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- inv_/government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/prequel
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /film/film/production_companies
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /award/award_winning_work/awards_won./award/award_honor/award_winner
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/director/film
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- inv_/broadcast/content/artist, inv_/film/film/prequel
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/award/award_nominee/award_nominations./award/award_nomination/nominated_for
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /medicine/symptom/symptom_of
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office, inv_/film/film/prequel
0.003 (0.003)	/people/person/employment_history./business/employment_tenure/company <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /film/film/executive_produced_by
0.644 (0.644)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /business/business_operation/revenue./measurement_unit/dated_money_value/currency, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.658 (0.658)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /business/business_operation/industry, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.680 (0.680)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /film/director/film, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.665 (0.665)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /film/film/dubbing_performances./film/dubbing_performance/actor, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.680 (0.680)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /influence/influence_node/influenced_by, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.638 (0.638)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- inv_/film/film/executive_produced_by, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.632 (0.632)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /people/person/employment_history./business/employment_tenure/company, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.637 (0.637)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.720 (0.720)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- inv_/government/politician/government_positions_held./government/government_position_held/legislative_sessions, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.653 (0.653)	/government/legislative_session/members./government/government_position_held/legislative_sessions <-- /base/locations/continents/countries_within, /government/legislative_session/members./government/government_position_held/legislative_sessions
0.723 (0.723)	/people/person/languages <-- /people/person/languages, inv_/people/ethnicity/people
0.706 (0.706)	/people/person/languages <-- /people/person/languages, inv_/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
0.715 (0.715)	/people/person/languages <-- /people/person/languages, inv_/award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.716 (0.716)	/people/person/languages <-- /people/person/languages, inv_/government/legislative_session/members./government/government_position_held/legislative_sessions
0.699 (0.699)	/people/person/languages <-- /people/person/languages, /people/person/languages
0.850 (0.850)	/people/person/languages <-- /people/person/languages, /award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.698 (0.698)	/people/person/languages <-- /tv/tv_program/languages, /people/person/languages
0.690 (0.690)	/people/person/languages <-- /people/person/languages, /award/award_winner/awards_won./award/award_honor/award_winner
0.660 (0.660)	/people/person/languages <-- /tv/tv_program/languages, inv_/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
0.656 (0.656)	/people/person/languages <-- /film/actor/dubbing_performances./film/dubbing_performance/language, /award/award_nominee/award_nominations./award/award_nomination/award_nominee
0.009 (0.009)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/music/group_member/membership./music/group_membership/role
0.010 (0.010)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.008 (0.008)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/people/person/sibling_s./people/sibling_relationship/sibling
0.008 (0.008)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, inv_/people/deceased_person/place_of_death
0.008 (0.008)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/broadcast/content/artist
0.010 (0.010)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/people/deceased_person/place_of_death
0.008 (0.008)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club, /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club
0.007 (0.007)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/location/hud_county_place/county
0.007 (0.007)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue
0.007 (0.007)	/sports/sport/pro_athletes./sports/pro_sports_played/athlete <-- /government/legislative_session/members./government/government_position_held/legislative_sessions, inv_/film/film/personal_appearances./film/personal_film_appearance/person
0.004 (0.004)	/sports/sports_team/roster./baseball/baseball_roster_position/position <-- inv_/education/university/international_tuition./measurement_unit/dated_money_value/currency, inv_/broadcast/content/artist
